"","�..CPC1.digit","CPC1.digit.name","CPC.2.digits","CPC.2.digit.name","CPC.3.digits","CPC.3.digit.name","CPC.4.digits","CPC4.digit.name","CPC5.digits","CPC5.digit.name"
"572","2","Food products, beverages and tobacco; textiles, apparel and leather products","21","Meat, fish, fruits, vegetables, oils and fats","212","Prepared and preserved fish, crustaceans, molluscs and other aquatic invertebrates","2121","Fish, frozen (excluding fish fillets and fish meat)","21213","Flatfish, frozen"
"573","2","Food products, beverages and tobacco; textiles, apparel and leather products","21","Meat, fish, fruits, vegetables, oils and fats","212","Prepared and preserved fish, crustaceans, molluscs and other aquatic invertebrates","2121","Fish, frozen (excluding fish fillets and fish meat)","21214","Fish of Gadiformes, frozen"
"574","2","Food products, beverages and tobacco; textiles, apparel and leather products","21","Meat, fish, fruits, vegetables, oils and fats","212","Prepared and preserved fish, crustaceans, molluscs and other aquatic invertebrates","2121","Fish, frozen (excluding fish fillets and fish meat)","21215","Tunas, skipjack or stripe-bellied bonito, frozen"
"575","2","Food products, beverages and tobacco; textiles, apparel and leather products","21","Meat, fish, fruits, vegetables, oils and fats","212","Prepared and preserved fish, crustaceans, molluscs and other aquatic invertebrates","2121","Fish, frozen (excluding fish fillets and fish meat)","21216","Other pelagic fish, frozen"
"576","2","Food products, beverages and tobacco; textiles, apparel and leather products","21","Meat, fish, fruits, vegetables, oils and fats","212","Prepared and preserved fish, crustaceans, molluscs and other aquatic invertebrates","2121","Fish, frozen (excluding fish fillets and fish meat)","21219","Other fish, frozen"
"578","2","Food products, beverages and tobacco; textiles, apparel and leather products","21","Meat, fish, fruits, vegetables, oils and fats","212","Prepared and preserved fish, crustaceans, molluscs and other aquatic invertebrates","2122","Fish fillets and meat; fish livers and roes","21221","Fish fillets and fish meat (whether or not minced), fresh or chilled"
"579","2","Food products, beverages and tobacco; textiles, apparel and leather products","21","Meat, fish, fruits, vegetables, oils and fats","212","Prepared and preserved fish, crustaceans, molluscs and other aquatic invertebrates","2122","Fish fillets and meat; fish livers and roes","21222","Fish fillets, frozen"
"580","2","Food products, beverages and tobacco; textiles, apparel and leather products","21","Meat, fish, fruits, vegetables, oils and fats","212","Prepared and preserved fish, crustaceans, molluscs and other aquatic invertebrates","2122","Fish fillets and meat; fish livers and roes","21223","Fish meat, whether or not minced, frozen"
"581","2","Food products, beverages and tobacco; textiles, apparel and leather products","21","Meat, fish, fruits, vegetables, oils and fats","212","Prepared and preserved fish, crustaceans, molluscs and other aquatic invertebrates","2122","Fish fillets and meat; fish livers and roes","21224","Fish fillets, dried, salted or in brine, but not smoked"
"582","2","Food products, beverages and tobacco; textiles, apparel and leather products","21","Meat, fish, fruits, vegetables, oils and fats","212","Prepared and preserved fish, crustaceans, molluscs and other aquatic invertebrates","2122","Fish fillets and meat; fish livers and roes","21225","Fish livers and roes, fresh or chilled"
"583","2","Food products, beverages and tobacco; textiles, apparel and leather products","21","Meat, fish, fruits, vegetables, oils and fats","212","Prepared and preserved fish, crustaceans, molluscs and other aquatic invertebrates","2122","Fish fillets and meat; fish livers and roes","21226","Fish livers and roes, frozen"
"584","2","Food products, beverages and tobacco; textiles, apparel and leather products","21","Meat, fish, fruits, vegetables, oils and fats","212","Prepared and preserved fish, crustaceans, molluscs and other aquatic invertebrates","2122","Fish fillets and meat; fish livers and roes","21227","Fish livers and roes dried, smoked, salted or in brine"
"586","2","Food products, beverages and tobacco; textiles, apparel and leather products","21","Meat, fish, fruits, vegetables, oils and fats","212","Prepared and preserved fish, crustaceans, molluscs and other aquatic invertebrates","2123","Fish, dried, whether or not salted, or in brine; smoked incl. fillets; edible fish meal","21231","Fish, dried, but not smoked; salted, but not dried or smoked; or in brine"
"587","2","Food products, beverages and tobacco; textiles, apparel and leather products","21","Meat, fish, fruits, vegetables, oils and fats","212","Prepared and preserved fish, crustaceans, molluscs and other aquatic invertebrates","2123","Fish, dried, whether or not salted, or in brine; smoked incl. fillets; edible fish meal","21232","Fish including fillets, smoked"
"588","2","Food products, beverages and tobacco; textiles, apparel and leather products","21","Meat, fish, fruits, vegetables, oils and fats","212","Prepared and preserved fish, crustaceans, molluscs and other aquatic invertebrates","2123","Fish, dried, whether or not salted, or in brine; smoked incl. fillets; edible fish meal","21233","Edible fish meal"
"589","2","Food products, beverages and tobacco; textiles, apparel and leather products","21","Meat, fish, fruits, vegetables, oils and fats","212","Prepared and preserved fish, crustaceans, molluscs and other aquatic invertebrates","2123","Fish, dried, whether or not salted, or in brine; smoked incl. fillets; edible fish meal","21234","Edible fish offal ; fish fins, heads, tails, maws and other edible fish offal"
"591","2","Food products, beverages and tobacco; textiles, apparel and leather products","21","Meat, fish, fruits, vegetables, oils and fats","212","Prepared and preserved fish, crustaceans, molluscs and other aquatic invertebrates","2124","Fish, otherwise prepared or preserved; caviar and caviar substitutes","21241","Prepared dishes and meals based on fish, molluscs and crustaceans"
"592","2","Food products, beverages and tobacco; textiles, apparel and leather products","21","Meat, fish, fruits, vegetables, oils and fats","212","Prepared and preserved fish, crustaceans, molluscs and other aquatic invertebrates","2124","Fish, otherwise prepared or preserved; caviar and caviar substitutes","21242","Fish, otherwise prepared or preserved"
